merge,150,1000,2,17816, 0
merge,150,1000,3,17162, 0
merge,150,1000,4,16868, 0
merge,150,1000,5,16486, 0
merge,150,1000,2,17448, 1008
merge,150,1000,3,17026, 1008
merge,150,1000,4,16936, 1008
merge,150,1000,5,16904, 1008
merge,150,1000,2,16872, 1024
merge,150,1000,3,16473, 1024
merge,150,1000,4,16218, 1024
merge,150,1000,5,16320, 1024
merge,150,1000,2,16739, 1040
merge,150,1000,3,16417, 1040
merge,150,1000,4,16329, 1040
merge,150,1000,5,16298, 1040
merge,150,1000,2,17509, 1056
merge,150,1000,3,17052, 1056
merge,150,1000,4,16994, 1056
merge,150,1000,5,16786, 1056
merge,150,1000,2,17300, 1072
merge,150,1000,3,16591, 1072
merge,150,1000,4,16254, 1072
merge,150,1000,5,16541, 1072
merge,150,1000,2,28430, 1088
merge,150,1000,3,16935, 1088
merge,150,1000,4,16750, 1088
merge,150,1000,5,27540, 1088
merge,150,1000,2,18271, 1104
merge,150,1000,3,17458, 1104
merge,150,1000,4,17517, 1104
merge,150,1000,5,17451, 1104
merge,150,1000,2,18298, 1120
merge,150,1000,3,17460, 1120
merge,150,1000,4,17410, 1120
merge,150,1000,5,17336, 1120
merge,150,1000,2,17852, 112
merge,150,1000,3,16873, 112
merge,150,1000,4,16863, 112
merge,150,1000,5,16799, 112
merge,150,1000,2,18311, 1136
merge,150,1000,3,17575, 1136
merge,150,1000,4,17332, 1136
merge,150,1000,5,17437, 1136
merge,150,1000,2,16862, 1152
merge,150,1000,3,16289, 1152
merge,150,1000,4,16064, 1152
merge,150,1000,5,15990, 1152
merge,150,1000,2,16982, 1168
merge,150,1000,3,16459, 1168
merge,150,1000,4,16367, 1168
merge,150,1000,5,16063, 1168
merge,150,1000,2,17657, 1184
merge,150,1000,3,17166, 1184
merge,150,1000,4,16991, 1184
merge,150,1000,5,16949, 1184
merge,150,1000,2,17098, 1200
merge,150,1000,3,16638, 1200
merge,150,1000,4,16396, 1200
merge,150,1000,5,16185, 1200
merge,150,1000,2,25434, 1216
merge,150,1000,3,25699, 1216
merge,150,1000,4,24617, 1216
merge,150,1000,5,24822, 1216
merge,150,1000,2,17937, 1232
merge,150,1000,3,17409, 1232
merge,150,1000,4,16948, 1232
merge,150,1000,5,16831, 1232
merge,150,1000,2,17625, 1248
merge,150,1000,3,17186, 1248
merge,150,1000,4,17013, 1248
merge,150,1000,5,16772, 1248
merge,150,1000,2,17455, 1264
merge,150,1000,3,16644, 1264
