insertion,150,1000,2,7356, 0
insertion,150,1000,3,8104, 0
insertion,150,1000,4,7446, 0
insertion,150,1000,5,7691, 0
insertion,150,1000,2,7452, 1008
insertion,150,1000,3,6739, 1008
insertion,150,1000,4,6627, 1008
insertion,150,1000,5,6964, 1008
insertion,150,1000,2,7723, 1024
insertion,150,1000,3,7162, 1024
insertion,150,1000,4,6882, 1024
insertion,150,1000,5,6954, 1024
insertion,150,1000,2,6629, 1040
insertion,150,1000,3,6757, 1040
insertion,150,1000,4,7002, 1040
insertion,150,1000,5,6752, 1040
insertion,150,1000,2,7046, 1056
insertion,150,1000,3,7253, 1056
insertion,150,1000,4,6653, 1056
insertion,150,1000,5,7538, 1056
insertion,150,1000,2,7054, 1072
insertion,150,1000,3,7263, 1072
insertion,150,1000,4,6689, 1072
insertion,150,1000,5,7533, 1072
insertion,150,1000,2,7465, 1088
insertion,150,1000,3,8173, 1088
insertion,150,1000,4,6722, 1088
insertion,150,1000,5,6940, 1088
insertion,150,1000,2,6655, 1104
insertion,150,1000,3,6701, 1104
insertion,150,1000,4,17133, 1104
insertion,150,1000,5,9914, 1104
insertion,150,1000,2,18063, 1120
insertion,150,1000,3,23259, 1120
insertion,150,1000,4,10137, 1120
insertion,150,1000,5,11236, 1120
insertion,150,1000,2,7405, 112
insertion,150,1000,3,7159, 112
insertion,150,1000,4,7469, 112
insertion,150,1000,5,7332, 112
insertion,150,1000,2,8042, 1136
insertion,150,1000,3,7752, 1136
insertion,150,1000,4,6807, 1136
insertion,150,1000,5,7410, 1136
insertion,150,1000,2,7780, 1152
insertion,150,1000,3,7402, 1152
insertion,150,1000,4,6492, 1152
insertion,150,1000,5,7183, 1152
insertion,150,1000,2,7681, 1168
insertion,150,1000,3,6812, 1168
insertion,150,1000,4,6861, 1168
insertion,150,1000,5,7171, 1168
insertion,150,1000,2,7681, 1184
insertion,150,1000,3,6912, 1184
insertion,150,1000,4,6934, 1184
insertion,150,1000,5,7120, 1184
insertion,150,1000,2,10602, 1200
insertion,150,1000,3,10438, 1200
insertion,150,1000,4,8916, 1200
insertion,150,1000,5,10493, 1200
insertion,150,1000,2,7866, 1216
insertion,150,1000,3,7450, 1216
insertion,150,1000,4,6512, 1216
insertion,150,1000,5,7182, 1216
insertion,150,1000,2,10169, 1232
insertion,150,1000,3,9893, 1232
insertion,150,1000,4,10591, 1232
insertion,150,1000,5,9548, 1232
insertion,150,1000,2,6768, 1248
insertion,150,1000,3,6688, 1248
insertion,150,1000,4,6963, 1248
insertion,150,1000,5,6763, 1248
insertion,150,1000,2,6981, 1264
insertion,150,1000,3,10525, 1264
insertion,150,1000,4,7235, 1264
insertion,150,1000,5,6986, 1264
insertion,150,1000,2,7021, 1280
insertion,150,1000,3,6953, 1280
insertion,150,1000,4,7017, 1280
insertion,150,1000,5,7656, 1280
insertion,150,1000,2,7263, 128
insertion,150,1000,3,7688, 128
insertion,150,1000,4,7575, 128
insertion,150,1000,5,7827, 128
insertion,150,1000,2,10028, 1296
insertion,150,1000,3,9838, 1296
insertion,150,1000,4,9561, 1296
insertion,150,1000,5,9769, 1296
insertion,150,1000,2,7259, 1312
insertion,150,1000,3,7141, 1312
insertion,150,1000,4,7217, 1312
insertion,150,1000,5,10792, 1312
insertion,150,1000,2,7288, 1328
insertion,150,1000,3,7160, 1328
insertion,150,1000,4,7192, 1328
insertion,150,1000,5,7894, 1328
insertion,150,1000,2,7048, 1344
insertion,150,1000,3,6941, 1344
insertion,150,1000,4,7050, 1344
insertion,150,1000,5,7637, 1344
insertion,150,1000,2,7128, 1360
insertion,150,1000,3,6979, 1360
insertion,150,1000,4,6912, 1360
insertion,150,1000,5,6845, 1360
insertion,150,1000,2,7117, 1376
insertion,150,1000,3,7027, 1376
insertion,150,1000,4,6887, 1376
insertion,150,1000,5,6848, 1376
insertion,150,1000,2,7178, 1392
insertion,150,1000,3,19473, 1392
insertion,150,1000,4,9842, 1392
insertion,150,1000,5,9568, 1392
insertion,150,1000,2,7202, 1408
insertion,150,1000,3,7103, 1408
insertion,150,1000,4,7256, 1408
insertion,150,1000,5,7942, 1408
insertion,150,1000,2,9720, 1424
insertion,150,1000,3,11438, 1424
insertion,150,1000,4,9871, 1424
insertion,150,1000,5,10442, 1424
insertion,150,1000,2,7497, 1440
insertion,150,1000,3,7960, 1440
insertion,150,1000,4,6976, 1440
insertion,150,1000,5,7034, 1440
insertion,150,1000,2,9770, 144
insertion,150,1000,3,11003, 144
insertion,150,1000,4,10631, 144
insertion,150,1000,5,11035, 144
insertion,150,1000,2,7387, 1456
insertion,150,1000,3,7386, 1456
insertion,150,1000,4,6838, 1456
insertion,150,1000,5,7132, 1456
insertion,150,1000,2,7380, 1472
insertion,150,1000,3,7316, 1472
insertion,150,1000,4,6835, 1472
insertion,150,1000,5,7118, 1472
insertion,150,1000,2,7561, 1488
insertion,150,1000,3,7512, 1488
insertion,150,1000,4,7937, 1488
insertion,150,1000,5,7404, 1488
insertion,150,1000,2,10502, 1504
insertion,150,1000,3,9516, 1504
insertion,150,1000,4,11007, 1504
insertion,150,1000,5,9746, 1504
insertion,150,1000,2,7076, 1520
insertion,150,1000,3,6936, 1520
insertion,150,1000,4,7392, 1520
insertion,150,1000,5,6865, 1520
insertion,150,1000,2,7643, 1536
insertion,150,1000,3,9980, 1536
insertion,150,1000,4,7225, 1536
insertion,150,1000,5,7486, 1536
insertion,150,1000,2,7227, 1552
insertion,150,1000,3,7715, 1552
insertion,150,1000,4,6724, 1552
insertion,150,1000,5,6813, 1552
insertion,150,1000,2,11953, 1568
insertion,150,1000,3,11939, 1568
insertion,150,1000,4,10557, 1568
insertion,150,1000,5,10139, 1568
insertion,150,1000,2,10300, 1584
insertion,150,1000,3,10335, 1584
insertion,150,1000,4,11571, 1584
insertion,150,1000,5,10120, 1584
insertion,150,1000,2,7575, 1600
insertion,150,1000,3,7556, 1600
insertion,150,1000,4,7088, 1600
insertion,150,1000,5,7387, 1600
insertion,150,1000,2,7107, 160
insertion,150,1000,3,6673, 160
insertion,150,1000,4,6992, 160
insertion,150,1000,5,7688, 160
insertion,150,1000,2,7555, 1616
insertion,150,1000,3,7507, 1616
insertion,150,1000,4,7656, 1616
insertion,150,1000,5,7181, 1616
insertion,150,1000,2,7510, 1632
insertion,150,1000,3,7470, 1632
insertion,150,1000,4,7591, 1632
insertion,150,1000,5,7172, 1632
insertion,150,1000,2,6897, 1648
insertion,150,1000,3,6752, 1648
insertion,150,1000,4,6987, 1648
insertion,150,1000,5,7541, 1648
insertion,150,1000,2,7105, 1664
insertion,150,1000,3,6897, 1664
insertion,150,1000,4,7390, 1664
insertion,150,1000,5,6927, 1664
insertion,150,1000,2,11366, 1680
insertion,150,1000,3,9449, 1680
insertion,150,1000,4,11067, 1680
insertion,150,1000,5,10846, 1680
insertion,150,1000,2,7831, 1696
insertion,150,1000,3,7591, 1696
insertion,150,1000,4,8155, 1696
insertion,150,1000,5,7653, 1696
insertion,150,1000,2,7144, 16
insertion,150,1000,3,7707, 16
insertion,150,1000,4,7507, 16
insertion,150,1000,5,7846, 16
insertion,150,1000,2,7387, 1712
insertion,150,1000,3,7021, 1712
insertion,150,1000,4,6788, 1712
insertion,150,1000,5,6643, 1712
insertion,150,1000,2,17517, 1728
insertion,150,1000,3,6664, 1728
insertion,150,1000,4,7000, 1728
insertion,150,1000,5,7636, 1728
insertion,150,1000,2,7584, 1744
insertion,150,1000,3,7419, 1744
insertion,150,1000,4,7766, 1744
insertion,150,1000,5,13058, 1744
insertion,150,1000,2,6782, 1760
insertion,150,1000,3,6720, 1760
insertion,150,1000,4,7000, 1760
insertion,150,1000,5,7569, 1760
insertion,150,1000,2,7422, 176
insertion,150,1000,3,7162, 176
insertion,150,1000,4,7511, 176
insertion,150,1000,5,7334, 176
insertion,150,1000,2,8847, 1776
insertion,150,1000,3,8846, 1776
insertion,150,1000,4,10227, 1776
insertion,150,1000,5,10283, 1776
insertion,150,1000,2,7018, 1792
insertion,150,1000,3,6964, 1792
insertion,150,1000,4,7263, 1792
insertion,150,1000,5,7839, 1792
insertion,150,1000,2,9632, 1808
insertion,150,1000,3,10159, 1808
insertion,150,1000,4,9774, 1808
insertion,150,1000,5,9553, 1808
insertion,150,1000,2,6926, 1824
insertion,150,1000,3,7559, 1824
insertion,150,1000,4,7491, 1824
insertion,150,1000,5,7449, 1824
insertion,150,1000,2,6667, 1840
insertion,150,1000,3,7192, 1840
insertion,150,1000,4,7268, 1840
insertion,150,1000,5,7235, 1840
insertion,150,1000,2,6759, 1856
insertion,150,1000,3,7263, 1856
insertion,150,1000,4,7339, 1856
insertion,150,1000,5,7209, 1856
insertion,150,1000,2,6518, 1872
insertion,150,1000,3,7043, 1872
insertion,150,1000,4,7095, 1872
insertion,150,1000,5,6998, 1872
insertion,150,1000,2,6500, 1888
insertion,150,1000,3,7001, 1888
insertion,150,1000,4,7004, 1888
insertion,150,1000,5,7039, 1888
insertion,150,1000,2,8767, 1904
insertion,150,1000,3,8247, 1904
insertion,150,1000,4,9560, 1904
insertion,150,1000,5,8966, 1904
insertion,150,1000,2,7154, 1920
insertion,150,1000,3,6965, 1920
insertion,150,1000,4,7096, 1920
insertion,150,1000,5,7300, 1920
insertion,150,1000,2,9487, 192
insertion,150,1000,3,10093, 192
insertion,150,1000,4,9902, 192
insertion,150,1000,5,9357, 192
insertion,150,1000,2,8055, 1936
insertion,150,1000,3,6843, 1936
insertion,150,1000,4,7541, 1936
insertion,150,1000,5,7547, 1936
insertion,150,1000,2,7407, 1952
insertion,150,1000,3,7220, 1952
insertion,150,1000,4,6961, 1952
insertion,150,1000,5,6878, 1952
insertion,150,1000,2,7630, 1968
insertion,150,1000,3,7504, 1968
insertion,150,1000,4,7278, 1968
insertion,150,1000,5,7128, 1968
insertion,150,1000,2,7126, 1984
insertion,150,1000,3,7076, 1984
insertion,150,1000,4,8031, 1984
insertion,150,1000,5,6828, 1984
insertion,150,1000,2,6897, 2000
insertion,150,1000,3,6745, 2000
insertion,150,1000,4,6843, 2000
insertion,150,1000,5,11965, 2000
insertion,150,1000,2,7852, 2016
insertion,150,1000,3,6584, 2016
insertion,150,1000,4,7284, 2016
insertion,150,1000,5,7333, 2016
insertion,150,1000,2,8052, 2032
insertion,150,1000,3,6810, 2032
insertion,150,1000,4,7528, 2032
insertion,150,1000,5,7558, 2032
insertion,150,1000,2,22078, 2048
insertion,150,1000,3,6865, 2048
insertion,150,1000,4,7505, 2048
insertion,150,1000,5,7571, 2048
insertion,150,1000,2,7325, 2064
insertion,150,1000,3,7242, 2064
insertion,150,1000,4,8389, 2064
insertion,150,1000,5,7086, 2064
insertion,150,1000,2,7254, 2080
insertion,150,1000,3,7571, 2080
insertion,150,1000,4,6892, 2080
insertion,150,1000,5,7352, 2080
insertion,150,1000,2,22420, 208
insertion,150,1000,3,10081, 208
insertion,150,1000,4,10482, 208
insertion,150,1000,5,10577, 208
insertion,150,1000,2,9451, 2096
insertion,150,1000,3,10009, 2096
insertion,150,1000,4,8504, 2096
insertion,150,1000,5,7452, 2096
insertion,150,1000,2,9989, 2112
insertion,150,1000,3,10283, 2112
insertion,150,1000,4,11435, 2112
insertion,150,1000,5,10746, 2112
insertion,150,1000,2,6889, 2128
insertion,150,1000,3,7351, 2128
insertion,150,1000,4,7446, 2128
insertion,150,1000,5,7405, 2128
insertion,150,1000,2,6797, 2144
insertion,150,1000,3,6861, 2144
insertion,150,1000,4,7799, 2144
insertion,150,1000,5,6621, 2144
insertion,150,1000,2,8741, 2160
insertion,150,1000,3,10422, 2160
insertion,150,1000,4,9095, 2160
insertion,150,1000,5,8846, 2160
insertion,150,1000,2,7329, 2176
insertion,150,1000,3,7625, 2176
insertion,150,1000,4,7021, 2176
insertion,150,1000,5,7345, 2176
insertion,150,1000,2,7350, 2192
insertion,150,1000,3,7358, 2192
insertion,150,1000,4,8334, 2192
insertion,150,1000,5,7078, 2192
insertion,150,1000,2,6822, 2208
insertion,150,1000,3,7375, 2208
insertion,150,1000,4,7049, 2208
insertion,150,1000,5,6553, 2208
insertion,150,1000,2,9513, 2224
insertion,150,1000,3,8518, 2224
insertion,150,1000,4,10521, 2224
insertion,150,1000,5,9044, 2224
insertion,150,1000,2,6758, 2240
insertion,150,1000,3,7296, 2240
insertion,150,1000,4,7047, 2240
insertion,150,1000,5,6501, 2240
insertion,150,1000,2,6934, 224
insertion,150,1000,3,6529, 224
insertion,150,1000,4,6740, 224
insertion,150,1000,5,7429, 224
insertion,150,1000,2,7052, 2256
insertion,150,1000,3,7575, 2256
insertion,150,1000,4,7192, 2256
insertion,150,1000,5,6721, 2256
insertion,150,1000,2,10466, 2272
